Name;DAX 30 PERFORMANCE - PRICE INDEX;SAP;SIEMENS;BAYER;DEUTSCHE TELEKOM;BASF;VOLKSWAGEN;DAIMLER;ALLIANZ;BMW;HENKEL;FRESENIUS;CONTINENTAL;DEUTSCHE POST;ADIDAS;FRESENIUS MED.CARE;MUENCHENER RUCK.;LINDE;BEIERSDORF;E ON;DEUTSCHE BANK;FTSE 100 - PRICE INDEX;ROYAL DUTCH SHELL B;UNILEVER (UK);HSBC HDG. (ORD $0.50);BRITISH AMERICAN TOBACCO;GLAXOSMITHKLINE;SABMILLER;BP;VODAFONE GROUP;ASTRAZENECA;RECKITT BENCKISER GROUP;DIAGEO;BT GROUP;LLOYDS BANKING GROUP;BHP BILLITON;NATIONAL GRID;IMPERIAL BRANDS;RIO TINTO;PRUDENTIAL;ROYAL BANK OF SCTL.GP.;BARCLAYS
17.09.14;9661.5;59.3;97.85;106.305;11.59;76.54;173.299;63.231;135.8;89.75;76.072;38.549;160.95;25.531;61.232;54.072;153.15;154.5;66.87;14.38;27.131;6780.9;2484.5;2619;656.6;3609.5;1434;3577;471.05;200.9;4493;5268.2;1812.5;388.4;74.84;1693.73;884;2748;3239.5;1402;354.9;231.75
18.09.14;9798.13;59.66;97.43;112.25;11.603;76.8;174.104;63.491;137.177;90.236;76.245;38.555;165.1;25.809;61.947;54.08;153.662;155.536;65.63;14.386;27.741;6819.29;2494;2612;661.9;3615;1436.5;3537;471.3;203.3;4536.5;5282.86;1819;395.5;75.87;1693.27;888.5;2774;3229.5;1427.5;357.2;234.55
19.09.14;9799.26;57.96;96.477;112.163;12.08;77.49;173.954;63.621;138.216;88.85;76.583;38.71;164.75;26.136;61.6;54.501;156.489;156.46;66.763;14.533;28.138;6837.92;2505;2604;663.6;3629;1449;3577;473.3;204.65;4578.5;5238.87;1826;397.8;76.82;1671.83;886.5;2771;3179;1413;366;234.15
22.09.14;9749.54;58.001;96;112.863;12.109;76.685;172.556;62.758;138.122;86.828;76.11;38.57;160.3;26.103;60.844;54.324;157.004;154.5;66.568;14.635;27.987;6773.63;2500;2601;657.7;3617.5;1443.5;3507;469.95;201.5;4577.5;5224.21;1817;391.7;76.24;1613.1;892;2751;3058.5;1414;359.6;231.65
23.09.14;9595.03;57.5;94.387;110.978;11.92;75.595;168.81;61.226;137.382;84.994;75.554;38.354;154.3;25.582;60.5;53.843;154.64;151.828;65.9;14.334;27.469;6676.08;2463;2575;651.7;3543.5;1422;3445.5;466.05;198.65;4414;5131.36;1778;387.6;75.14;1623.35;881;2685;3108;1402;357.9;229.25
24.09.14;9661.97;57.507;94.541;112.415;12.16;75.679;168.97;61.454;137.899;86.848;75.001;38.398;155.6;25.559;61.983;54.022;155.467;153.611;66.357;14.565;27.81;6706.27;2463;2584;653;3567;1428.5;3484.5;464.95;204.25;4396;5131.36;1793;388.4;75.39;1675.55;882;2707;3182.5;1418.5;362.1;228.8
25.09.14;9510.01;56.916;93.2;109.924;11.864;73;165.15;60.673;136.12;85.044;74;38.38;151.7;25.225;61.089;54.182;155.721;150.5;66.254;14.466;27.39;6639.71;2427.5;2552;646.5;3529;1428.5;3416.5;451.8;204.75;4374;5136.25;1779;383.2;76.2;1627.55;877.5;2695;3105;1416;361.4;227.65
26.09.14;9490.55;57.301;93.97;110.05;11.96;73.532;165.9;61.287;129.28;85.633;74;38.27;153.8;25.4;60.655;54.14;155.639;150.8;66.04;14.485;27.749;6649.39;2435;2563;650.2;3506;1432.5;3403;451.7;204.95;4408.5;5209.55;1768;383.6;76.66;1614.5;879;2647;3090;1423.5;362.5;227.75
29.09.14;9422.91;57.181;93.393;109.1;11.9;72.45;163.85;60.415;128.766;85.075;74.437;38.804;152.25;25.16;59.2;53.786;155.45;150.991;66.229;14.225;27.418;6646.6;2449;2561;635;3502;1420.5;3422;456.35;206.75;4446;5243.76;1762.5;382;76.5;1603.78;886.5;2640;3051;1414.5;361.4;226
30.09.14;9474.3;57.1;93.9;110.75;11.959;72.5;163.881;60.515;128.2;86.277;74.131;39.255;150.25;25.37;59.019;55.016;156.253;151.6;66.15;14.441;27.607;6622.72;2437;2585;626.1;3482;1413;3428;453.45;204.4;4441.5;5229.1;1785;379.6;76.87;1598.65;888;2664;3031.5;1376;368.2;227.45
01.10.14;9382.03;56.564;93;110.326;11.8;70.89;159.1;59.926;127;84.325;74.203;39.304;148.62;24.96;60;55.45;155.25;149.65;65.52;14.325;27.63;6557.52;2418.5;2547;620.5;3480;1414;3383;452.75;203.85;4360.5;5185.11;1760.5;379.5;76.73;1575.81;886;2679;3020;1357;368.6;227.3
02.10.14;9195.68;56;91.859;107.876;11.66;70.225;157.2;59.491;125.763;83.874;73.21;38.813;148.1;24.587;58.722;55.141;152.208;148.206;64.901;14.039;26.995;6446.39;2364.5;2522;613.9;3455;1403.5;3338;440.1;200.6;4279.5;5106.92;1759;373.8;75.2;1553.91;869.5;2628;2988;1343.5;358.8;220.8
03.10.14;9195.68;56;91.859;107.876;11.66;70.225;157.2;59.491;125.763;83.874;73.21;38.813;148.1;24.587;58.722;55.141;152.208;148.206;64.901;14.039;26.995;6527.91;2383.5;2542;632.2;3475.5;1425.5;3382.5;445;203.85;4362;5146.02;1744;376.8;77.25;1538.53;885;2633;2949.5;1372.5;366.5;224.6
06.10.14;9209.51;56.5;89.25;108;11.551;70;155.99;58.751;125.65;81.882;73.274;38.231;147.5;24.37;58.335;54.894;151.922;149.7;64.905;14.008;27.15;6563.65;2372;2548;634;3480.5;1434;3375;446.1;206.1;4365;5131.36;1762;376;77.2;1561.83;881;2679;2997;1388;371.9;232.3
07.10.14;9086.21;55.971;87.999;105.456;11.354;69.06;156.852;58.432;125.2;82.306;71.425;37.8;148.45;23.949;58.492;54.672;150.618;152;64.379;13.782;26.512;6495.58;2358;2516;630.8;3456;1407;3322.5;441.75;206.05;4303;5058.05;1740.5;370.9;75.9;1554.84;875.5;2658;3020.5;1381.5;369.7;230.65
08.10.14;8995.33;53.837;86.728;104.949;11.303;68.478;154.351;58.032;124.706;81.541;72.039;39.134;142.2;23.615;58.299;54.684;152.694;150.292;64.61;13.868;26.349;6482.24;2369;2535;634.4;3475;1400;3309.5;440.15;204.3;4261;5111.81;1746.5;372.4;75.31;1544.59;877;2677;2989;1408;366.2;229.4
09.10.14;9005.02;54.5;86.15;104.2;11.014;67.87;154.05;56.889;123.5;81.848;71.521;38.897;142.3;23.42;56.475;54.216;150;150.856;64.438;13.424;25.661;6431.85;2320;2541;625.8;3480.5;1395;3297.5;435.15;197.35;4210;5097.15;1751.5;369;75.27;1552.51;876;2667;3053;1391;358.4;225.95
10.10.14;8788.81;54.854;83.75;103.023;10.92;66.825;151.1;56.35;122.898;79.826;70.752;38.941;138.65;23.153;55.53;54.35;149.006;149.071;64.24;13.264;25.45;6339.97;2258;2509;620.3;3427;1375;3290;428.15;193.9;4300;5014.07;1729.5;369.5;74.68;1504.04;870.5;2613;2965;1359.5;357;223.9
13.10.14;8812.43;54.485;84.8;103.05;10.877;68.328;153.6;56.804;122.981;79.719;70.18;38.464;140.7;23.06;55.91;53.721;149.999;148.167;63.371;13.368;25.15;6366.24;2269.5;2511;632.8;3415.5;1370;3250;431.95;193.8;4355.5;5004.3;1724;368.4;74.87;1547.85;872;2588;3090;1365;360.5;223.4
14.10.14;8825.21;54.3;84.77;102.712;10.801;67.41;155.755;58.77;122.636;79.7;69.321;38;144.233;23.032;55.172;52.984;148.544;149.79;62.174;13.2;25.066;6392.68;2256.5;2526;634.6;3430;1371;3290;426.65;193.9;4406.5;5028.73;1727.5;369.5;75.56;1572.09;879;2590;3163.5;1382.5;357.8;222
15.10.14;8571.95;52.1;81.65;98.266;10.36;65.48;149.7;56.546;118.159;76.611;68.628;36.557;139.342;22.14;53.94;52.01;143.354;145.44;61.8;12.643;23.7;6211.64;2198.5;2483;617;3389;1331;3177;416.7;186.3;4264.5;4940.76;1709.5;360.1;73.48;1536.2;869.5;2525;3072.5;1334;342.2;212.2
16.10.14;8582.9;51.861;82.88;102;10.4;67.15;154.5;58.373;118.087;78.375;66.944;36.7;145.6;22.394;54;51.734;143.55;145.087;61.65;12.593;23.55;6195.91;2160;2447;617.1;3389.5;1324;3156;420;184.5;4225;4921.21;1716.5;361.5;72.27;1545.98;864.5;2502;3083;1321.5;337.7;207.9
17.10.14;8850.27;54.102;84.12;104.339;10.643;69.09;161.45;59.291;120.657;80.2;69.618;38.228;151.85;23.007;54.552;54.069;147.295;147.299;62.413;12.982;24.015;6310.29;2240.5;2498;623.8;3455.5;1354.5;3285.5;428.5;189.5;4186.5;5023.84;1748;362.7;74.63;1568.36;873;2563;3099;1353;344.9;213.1
20.10.14;8717.76;51.05;83.2;102.45;10.667;68.13;157.65;58.477;120.11;78.477;70;37.72;148;23.04;56.672;53.942;144.459;145.6;62.343;12.79;24.19;6267.07;2189;2489;617.3;3436;1339;3294;421.9;189.55;4169.5;4999.41;1749;363.2;74.69;1546.45;872.5;2547;3079;1343;351.9;218.35
21.10.14;8886.96;51.79;85.719;104.206;10.853;69.85;160.701;59.681;121.703;81.508;69.418;37.831;152;23.393;58.315;54.003;147.676;149.568;62.61;13.003;24.9;6372.33;2265.5;2527;625.2;3466.5;1342;3392.5;433.65;193.75;4235.5;4896.78;1755;369.8;75.88;1574.88;878;2551;3140;1358;360;223.4
22.10.14;8940.14;50.8;85.07;104.888;10.802;69.9;161.4;59.489;121.89;81.831;70.018;37.761;152.3;23.406;58.141;54.425;147.566;148.4;63.252;13.022;24.71;6399.73;2284;2534;631.1;3375;1377;3362.5;434.25;194.1;4316.5;4901.67;1751;373.1;75.88;1551.58;885;2600;3089.5;1367.5;364.4;223.4
23.10.14;9047.31;52.25;86.901;106.857;10.928;71.09;163.437;60.599;123.535;83.532;70.1;38.566;152.65;23.971;58.824;55.536;150.824;150.809;63.337;13.249;25.245;6419.15;2299.5;2440;632.1;3364.5;1412;3364.5;438.95;196.85;4334.5;4960.31;1774.5;376.6;76.33;1545.98;894;2605;3061.5;1371;367.5;225.9
24.10.14;8987.8;51.881;86.45;105.84;11.189;69;162.15;60.311;123.209;82.08;69.086;38.817;151.1;23.942;57.88;56.803;150.585;149.737;62.762;13.16;25.2;6388.73;2287;2406;629.8;3362.5;1415.5;3357.5;432.85;200.5;4327.5;4868.44;1771.5;370;76.72;1516.62;891;2583;3012.5;1374;364.2;226.35
27.10.14;8902.61;51.575;85.75;105.25;11.115;66.93;159.449;59.549;122.474;81.301;69.099;38.902;150.4;23.754;57.201;56.737;149.85;150.989;62.69;13.048;24.7;6363.46;2278.5;2427;622;3388;1399;3392.5;430.25;197.7;4367;4921.21;1776;369.3;75.34;1501.71;894;2594;2987;1370;359.2;221.85
28.10.14;9068.19;52.344;86.97;107.403;11.481;68.499;161.9;60.358;123.793;82.68;70.543;39.706;152;23.981;57.487;56.822;152.25;153.499;63.52;13.3;25.411;6402.17;2282;2456;625.6;3405.5;1386.5;3425;437;203.55;4397;4979.86;1789.5;375.4;73.5;1520.82;900;2592;3023.5;1390.5;359.1;223
29.10.14;9082.81;52.276;87.33;107.295;11.602;68.55;162.65;60.389;123.581;82.56;71.313;40.766;152.65;24.116;57.45;57.321;152.5;154.85;63.948;13.235;24.63;6453.87;2313.5;2476;628;3450;1398.5;3470;445.3;205.3;4444;5048.28;1809;375.5;74.48;1519.42;903;2645;2986.5;1416;359.8;220.5
30.10.14;9114.84;52.685;87.65;110.014;11.632;68.78;166.2;60.842;123.938;83.316;70.954;40.65;154.225;24.56;57.169;57.978;153.535;151.258;64;13.352;24.42;6463.55;2307.5;2475;629.1;3466.5;1398;3487.5;444;206.45;4500;5077.6;1809.5;367.9;75.17;1505.9;914;2674;2946.5;1429.5;365.3;222.55
31.10.14;9326.87;54.065;89.9;112.97;11.943;70.193;170.3;62;126.357;85.486;72.648;41.152;156.8;25.178;57.929;58.449;156.463;147.49;64.459;13.721;24.92;6546.47;2312.5;2514;639.5;3547;1417.5;3525;449;207.3;4543.5;5131.36;1838;367.5;77.13;1501.24;926;2711;2971.5;1442.5;388;240.8
03.11.14;9251.7;53.874;89.4;112.4;11.914;69.42;170.25;62.105;126.359;85.786;71.689;41.466;157.1;24.842;57.924;58.373;156;145.879;63.636;13.55;24.902;6487.97;2282;2475;627.9;3509;1414;3485;443.7;206;4520.5;5062.94;1813.5;367.3;76.8;1501.24;914.5;2667;2969;1424.5;380.2;237
04.11.14;9166.47;53.26;88.06;112.05;11.782;68.728;169.5;61.553;125.739;83.552;71.428;40.854;157.75;24.715;56.719;58.095;155.012;144.357;63.257;13.395;24.548;6453.97;2220;2484;624.3;3553;1416;3475.5;430.4;203.55;4571.5;5067.82;1803;362.2;76.3;1501.24;912;2777;2956.5;1428;379.5;236.7
05.11.14;9315.48;54;88.8;113.399;11.956;69.879;171.65;62.59;126.709;83.687;72.224;41.223;157.4;25.136;56.98;58.655;157.144;146.078;63.458;13.591;24.755;6539.14;2259;2513;633.4;3577.5;1436;3526.5;440.15;208.5;4620;5067.82;1817.5;371.3;77.26;1509.63;925;2822;2988;1441;382.8;238.05
06.11.14;9377.41;54.51;89.7;114.45;12.036;71;173.699;63.117;126.699;84.5;72.43;41.151;158.2;25.298;59.294;58.48;155.645;146.458;68.169;13.654;24.757;6551.15;2271;2520;635.7;3602;1413.5;3504;435.9;207.45;4591.5;5106.92;1835.5;371.4;76.55;1517.55;917;2794;2967.5;1437;380.7;236.35
07.11.14;9291.83;53.753;88.119;111.903;12.02;70.3;170.45;62.565;131.292;83.517;72.553;41.099;156.663;25;59.542;57.354;154.254;145.4;67.26;13.419;24.292;6567.24;2326;2512;630;3579.5;1417;3503;441.3;206.95;4597;5038.5;1824;373.5;76.27;1562.3;919;2780;3039;1437.5;374.9;234.15
10.11.14;9351.87;54.06;88.684;112.104;12.188;70.54;172.69;62.936;132.439;83.967;73.041;41.25;157.7;25.008;59.839;58.464;154.8;146.546;67.558;13.494;24.163;6611.25;2336;2545;635.7;3607;1423.5;3557;439.6;207.85;4611;5146.02;1859;375.1;76.66;1558.57;929.5;2813;3024;1442.5;378.5;234.75
11.11.14;9369.03;54.08;88.91;111.84;12.469;70.267;169.75;62.499;132.7;83.873;75.549;40.913;156.707;25.164;60.083;58.56;156.52;146.772;67.142;13.538;24.19;6627.4;2317.5;2568;637.5;3637.5;1440;3487.5;433.75;219.05;4657.5;5199.78;1867;368.9;76.4;1542.72;940;2840;2986;1451;377.7;234.6
12.11.14;9210.96;53.352;88.3;109.94;12.275;69.25;167.8;61.262;130.946;83;75.234;40.567;152.8;24.645;59.759;58.268;154.504;146.649;67.715;13.114;23.76;6611.04;2320;2557;635.6;3621.5;1443;3511.5;433.9;222;4690;5185.12;1867;367.1;75.76;1550.18;937;2815;3021;1442;374.1;229.5
13.11.14;9248.51;53.46;87.93;110.48;12.419;69.05;167.7;61.102;130.843;82.79;75.5;41.454;152.5;24.529;61.32;58.255;154.599;147.309;67.675;13.022;23.751;6635.45;2273;2595;637.9;3671.5;1454;3555;429.95;225.7;4732;5233.99;1887;368.9;76.67;1550.18;941.5;2876;3044.5;1448;373.8;228.85
14.11.14;9252.94;53.32;88.4;109.755;12.519;69.315;168.75;61.193;130.905;82.899;75.95;41.324;154.863;24.33;63.05;58.19;155.355;146.45;67.937;12.849;23.94;6654.37;2295;2605;642.7;3658.5;1461.5;3494.5;431.8;225.3;4655.5;5204.66;1885.5;374.2;77.02;1545.52;940;2847;3040;1464;376.6;232
17.11.14;9306.35;54.1;88.999;111.2;12.599;69.699;169.05;61.367;132.65;83.622;75.639;41.461;154.15;24.461;63.039;58.123;156;147;67.986;12.948;24.291;6671.97;2303.5;2598;640;3707;1463.5;3516.5;432.45;229.05;4596.5;5199.78;1888.5;375.8;77.27;1555.31;940;2876;3058;1475;380;234.2
18.11.14;9456.53;54.588;91.07;113.25;12.759;71.65;173.99;62.775;133.09;84.78;74.986;42.072;155.9;24.792;63.15;58.58;157.384;150.112;68.579;13.163;24.43;6709.13;2326.5;2616;640;3703.5;1475.5;3524.5;437.6;228.3;4685;5111.81;1905;381.2;77.91;1547.39;955.5;2891;3004;1491;381.6;237.5
19.11.14;9472.8;54.802;91.265;113.8;12.901;71.65;173.599;62.524;133.141;84.914;75.514;41.854;155.35;24.65;63.5;58.174;158.144;148.932;68.24;13.134;24.5;6696.6;2322;2638;633.5;3709;1471;3465.5;440.15;228.6;4766.5;5111.81;1887.5;381;78.57;1514.76;960.5;2890;2942;1505;383.8;235.9
20.11.14;9483.97;54.67;91.24;113.909;12.97;71.09;173.1;62.905;133.499;85.165;75.324;41.932;158;24.539;65.673;58.602;158.385;148.11;69.51;13.152;24.146;6678.9;2353;2641;625.3;3700;1477;3450;441.35;226.85;4711;5072.71;1890.5;375.6;78.12;1475.14;936;2924;2865;1506.5;380.6;234
21.11.14;9732.55;55.86;93.568;117.276;13.06;73.42;175.5;63.951;135.036;87.52;76.28;42.213;163.55;25.157;65.689;58.82;160.425;149.715;70.15;13.491;24.827;6750.76;2391;2656;631.5;3704;1481.5;3470;448.2;227.8;4741;5043.39;1920;380;78.49;1549.25;931.5;2885;3042;1502.5;377.7;236.25
24.11.14;9785.54;56.4;94.25;117.492;13.298;74.296;178.95;65.251;136.449;89.251;76.725;42.401;167.313;25.502;65;58.802;160.2;148.877;70.61;13.53;25.515;6729.79;2379;2657;628.6;3702;1470;3489.5;447.2;225.05;4711;5062.94;1920;394.1;78.81;1511.03;940.5;2883;2976.5;1516;378.9;237.15
25.11.14;9861.21;56.93;95.131;117.9;13.313;74.772;178.5;66.312;136.55;90.626;77.99;42.731;170.375;25.833;64.49;59.445;163.05;150.2;70.33;13.914;26.14;6731.14;2357.5;2631;636.5;3721.5;1469.5;3533.5;442.5;224.55;4676;5092.26;1907;395.8;79.59;1485.4;942;2875;2986;1507.5;387.1;238.35
26.11.14;9915.56;56.88;95.999;117.85;13.506;75.302;180.15;66.339;136.749;90.686;78.294;42.947;168.39;26.068;64.39;59.523;163.449;152.707;70.176;14.17;26.27;6729.17;2366.5;2637;634;3699;1464.5;3527.5;437.9;225.65;4660;5048.28;1904.5;404.4;79.53;1496.58;937;2865;3002;1519;387;238
27.11.14;9974.87;56.739;96.1;120.2;13.41;74.88;181;66.707;137.624;91.377;79.134;43.662;168.83;26.401;64.668;59.756;164.039;152.963;71.186;14.282;26.36;6723.42;2265.5;2677;631.8;3741;1478.5;3545;426.2;227.35;4720.5;5072.71;1934;405.3;79.95;1460.69;937;2889;3012;1538.5;390.6;243.8
28.11.14;9980.85;56.604;95.38;120.689;13.655;72.82;181.454;67.526;138.1;91.928;79.5;43.499;168.4;26.707;64.02;59.248;165.317;151.502;71.335;14.222;26.28;6722.62;2223;2706;637;3794.5;1485;3564;420.2;233.95;4780;5136.25;1981;410.2;80.35;1414.09;930;2960;2992.5;1548;395.3;245.15
01.12.14;9963.51;56.9;94.599;120.465;13.556;72.298;181.975;67.855;137.416;92.114;78.915;44.194;168.8;26.744;63.79;59.91;164.463;151.8;71.454;14.721;25.946;6656.37;2208;2687;625;3726.5;1490.5;3455;414.5;227.2;4710;5121.58;1962;411.8;79.68;1383.32;930;2909;2956;1541;385.6;241.2
02.12.14;9934.08;56.718;93.77;120.74;13.445;73.2;181.84;67.799;137.7;92.027;79;43.744;168.615;26.739;63.1;59.362;165.024;152.3;71.345;14.659;26.31;6742.1;2292;2705;635.7;3753;1502;3433;433.85;229.95;4684;5131.36;1975.5;417.9;80.41;1413.15;934.5;2923;2977;1552.5;394.8;245.35
03.12.14;9971.79;56.411;93.849;118.87;13.416;73.977;180.806;68.049;138.43;90.973;79.47;43.127;168.72;26.849;61.531;59.72;165.75;154.668;71.401;14.965;26.497;6716.63;2259;2676;633;3743;1489.5;3385;436.85;227.35;4674.5;5033.62;1945;408.3;79.65;1415.48;929.5;2909;3011;1535;395;243.8
04.12.14;9851.35;55.9;93.225;118.5;13.363;73.478;179.05;68.031;137.925;90.472;79.785;42.768;171.15;26.484;60.309;59.44;164.591;154.305;70.779;15.061;26.155;6679.37;2229;2680;628;3730;1461;3372.5;426.9;223.65;4699;5067.83;1936;411.5;79.57;1398.24;927.5;2864;2933.5;1528.5;392.8;242.65
05.12.14;10087.12;56.776;94.41;120.4;13.7;74.14;185.5;69.781;138.43;92.05;79.095;43.087;176.15;26.929;60.536;59.67;165.546;153.738;71.222;15.413;26.88;6742.84;2230.5;2729;643.1;3744.5;1470.5;3422;424.5;230.6;4739.5;5136.25;1971;420;80.89;1374;930;2878;2898;1550.5;403.5;249.45
08.12.14;10014.99;56.6;93.95;118.88;13.665;73.351;183.05;68.7;138.299;91.2;79.699;43.275;173.35;26.683;59.9;60.1;164.41;153.271;71.53;15.02;26.21;6672.15;2171.5;2713;639.3;3686.5;1460;3350;417.3;229.95;4695.5;5136.25;1943.5;416.5;80.41;1339.51;927;2826;2883;1532.5;400;247.15
09.12.14;9793.71;56.524;93.35;115.45;13.249;73.176;182.5;68.5;136.641;89.834;80.218;43.052;172.83;26.348;59.589;59.572;162.766;151.501;70;14.679;25.683;6529.47;2154.5;2664;622.7;3608;1409;3315.5;405.95;223.6;4561.5;5082.49;1918;408.5;78.54;1317.61;909.5;2798;2849.5;1498;388.2;238.5
10.12.14;9799.73;55.599;93.077;115.5;12.869;72.19;179.895;67.824;136.131;89.566;80.168;43.133;171.15;26.217;57.877;59.494;162.3;152.6;70.12;14.771;25.1;6500.04;2098.5;2660;620.9;3583;1386;3340.5;399.6;222.65;4683;5028.73;1903;410.1;78.6;1292.44;907;2806;2797.5;1503;385.8;237.7
11.12.14;9862.53;57.07;93.975;115.75;13.015;72.785;182.501;68.327;137.869;90.45;80.179;43.343;172.8;26.8;58.6;60.53;164.885;151.616;69.552;14.594;25.527;6461.7;2102;2654;615.3;3510.5;1393;3346.5;398.8;222.95;4688;5033.62;1877.5;411.1;78.2;1268.67;900.5;2789;2748;1501.5;382.9;237.25
12.12.14;9594.73;55.526;91.8;112.9;12.711;69.49;178.7;66.834;135;88.201;78.478;42.264;167.54;26.338;57.802;59.7;160.652;148.391;67.95;14.13;24.94;6300.63;2031.5;2587;603.4;3405;1364.5;3274;385.65;215.3;4573;4916.33;1823.5;397.4;76.13;1235.11;882.5;2711;2682.5;1459.5;375.6;232.3
15.12.14;9334.01;54.1;89.35;109.575;12.571;67.698;173;64.84;132.1;85.294;76.5;40.87;163.8;25.951;56.5;58.581;157.25;144.85;65.92;13.619;24.167;6182.72;1989;2542;592.2;3335.5;1327;3188.5;373.25;213.2;4450.5;4865.5;1805;398;74.4;1189.44;860.5;2680;2616.5;1427;363.7;225.2
16.12.14;9563.89;54.4;91.05;111.25;12.77;68.588;176.65;66.659;134.05;87.31;77.8;42.18;168.6;26.24;55.143;59.527;159.489;148.384;66.119;13.774;24.29;6331.83;2094;2573;603.5;3417.5;1348;3235.5;383.95;219.45;4490.5;4926.11;1827;405.4;76.86;1228.59;877;2740;2727;1465.5;372;230.15
17.12.14;9544.43;54.852;91.55;112.244;12.97;69.56;176;67.24;134.799;88.041;77.8;41.982;166.147;26.111;55.839;59.303;161.658;149.037;66.691;13.96;24.443;6336.48;2155.5;2562;592.9;3365;1347;3196;397.55;219.65;4449;4955.43;1791;401.8;75.35;1237.44;886.5;2724;2801.5;1457;367.3;228.1
18.12.14;9811.06;56.994;93.6;115.301;13.435;70.5;181.553;68.999;137.807;90.706;78.38;42.576;171.9;26.81;56.69;59.916;164.8;151.3;67.213;14.42;25.461;6466;2159;2628;596.8;3450;1378.5;3374.5;402.55;225.6;4572.5;5106.92;1831;400.8;75.37;1239.77;909;2825;2813;1495;381.8;234.7
19.12.14;9786.96;57.7;92.751;113.866;13.29;69.401;182.05;68.927;138.2;90.015;79.57;42.86;173.288;26.733;56.648;60.408;164.85;152.131;67.703;14.287;25.149;6545.27;2222.5;2629;607.5;3500.5;1392;3375;413;225;4565;5160.68;1835;404.8;76.16;1284.05;912;2857;2872;1512.5;388.7;237.7
22.12.14;9865.76;57.73;93.7;115.253;13.499;70.45;181.55;69.646;139.25;89.945;80.1;43.555;174.236;27.27;56.918;61.479;167.3;153.5;68.007;14.326;25.11;6576.74;2245.5;2651;612;3532;1390;3381.5;413.65;225.2;4603;5190;1849.5;411;76.57;1275.19;916.5;2874;2862.5;1526.5;387.9;240.35
23.12.14;9922.11;58.04;94.31;115.054;13.484;70.71;181.6;69.561;139.231;90.554;80.246;43.292;174.5;27.33;56.853;61.255;168.14;154.728;67.73;14.415;25.35;6598.18;2266;2671;612.6;3523;1385;3380;415.85;224.7;4516.5;5200;1858.5;414.1;76.89;1288.71;917;2863;2894.5;1526.5;391.2;243.05
24.12.14;9922.11;58.04;94.31;115.054;13.484;70.71;181.6;69.561;139.231;90.554;80.246;43.292;174.5;27.33;56.853;61.255;168.14;154.728;67.73;14.415;25.35;6609.93;2281;2669;614.2;3531.5;1385;3399;416.85;225;4555.5;5225;1864.5;416.7;76.8;1276.13;918.8;2878;2887.5;1515.5;394.9;243.15
25.12.14;9922.11;58.04;94.31;115.054;13.484;70.71;181.6;69.561;139.231;90.554;80.246;43.292;174.5;27.33;56.853;61.255;168.14;154.728;67.73;14.415;25.35;6609.93;2281;2669;614.2;3531.5;1385;3399;416.85;225;4555.5;5225;1864.5;416.7;76.8;1276.13;918.8;2878;2887.5;1515.5;394.9;243.15
26.12.14;9922.11;58.04;94.31;115.054;13.484;70.71;181.6;69.561;139.231;90.554;80.246;43.292;174.5;27.33;56.853;61.255;168.14;154.728;67.73;14.415;25.35;6609.93;2281;2669;614.2;3531.5;1385;3399;416.85;225;4555.5;5225;1864.5;416.7;76.8;1276.13;918.8;2878;2887.5;1515.5;394.9;243.15
29.12.14;9927.13;58.7;94.2;114.822;13.471;70.7;182.45;69.64;138.484;90.474;80.5;43.544;175.85;27.348;56.664;61.564;167.2;155.946;67.584;14.394;25.236;6633.51;2284.5;2667;619.9;3554;1398;3411.5;418;224.8;4557;5215;1870;405.5;76.25;1311.55;922.3;2851;2966;1523;393.7;242.45
30.12.14;9805.55;58.339;93.992;113.24;13.329;70.208;181;69.517;137.857;90.069;80.023;43.027;175.929;27.25;57.51;61.335;166.502;154.113;67.798;14.28;25.15;6547;2239;2623;609.2;3490;1379.5;3313;409.3;221.05;4542.5;5185;1840;402.4;75.55;1295.7;910;2826;2993.5;1492;389.2;241.4
31.12.14;9805.55;58.339;93.992;113.24;13.329;70.208;181;69.517;137.857;90.069;80.023;43.027;175.929;27.25;57.51;61.335;166.502;154.113;67.798;14.28;25.15;6566.09;2233;2628;608.6;3500;1376;3361;411;222.65;4555.5;5210;1848.5;401.5;75.82;1294.3;918.1;2836;3000;1492;394.4;243.5
01.01.15;9805.55;58.339;93.992;113.24;13.329;70.208;181;69.517;137.857;90.069;80.023;43.027;175.929;27.25;57.51;61.335;166.502;154.113;67.798;14.28;25.15;6566.09;2233;2628;608.6;3500;1376;3361;411;222.65;4555.5;5210;1848.5;401.5;75.82;1294.3;918.1;2836;3000;1492;394.4;243.5
02.01.15;9764.73;58.085;93.691;112.902;13.16;69.75;177.75;68.494;136.575;87.839;80.332;42.501;171.819;27;56.522;60.706;164.81;153.079;67.45;13.953;25.208;6547.8;2235.5;2606;612;3452.5;1383;3301;410.45;221.9;4580;5165;1829;401;76.15;1284.52;908.3;2804;2970;1491.5;389.1;243.15
05.01.15;9473.16;56.365;91.3;109.671;12.759;67.33;172.55;66.33;133.75;85.639;78.895;42.013;168.77;26.17;54.889;60.947;162.5;149.817;65.7;13.37;24.17;6417.16;2128.5;2573;603.9;3413;1369.5;3221.5;389.7;216.45;4583.5;5180;1821;392.4;74.62;1227.19;909.7;2805;2883.5;1463.5;378;234.7
